Timestamp,Texture1,Texture2,Texture3,Texture4,Texture5,Texture6,Texture7,Texture8
2023-09-20 10:37:12.127,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:12.328,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:12.530,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:12.731,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:12.932,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:13.132,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:13.333,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:13.533,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:13.735,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:13.937,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:14.138,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:14.339,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:14.541,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:14.741,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:14.941,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
