Time,X,Y,Z
2023-09-20 12:18:54.547,171.8983,32.2458,35.15829
2023-09-20 12:18:54.770,172.0474,32.11779,35.63625
2023-09-20 12:18:54.994,172.2583,32.07304,35.99327
2023-09-20 12:18:55.217,172.4741,32.06438,36.25465
2023-09-20 12:18:55.411,172.7065,32.0809,36.46078
2023-09-20 12:18:55.623,173.0029,32.13924,36.6699
2023-09-20 12:18:55.831,173.2842,32.21596,36.82647
2023-09-20 12:18:56.041,173.5256,32.2933,36.93409
2023-09-20 12:18:56.249,173.7462,32.36486,37.00643
2023-09-20 12:18:56.458,173.9617,32.44752,37.06011
2023-09-20 12:18:56.667,174.1692,32.53294,37.08968
2023-09-20 12:18:56.876,174.3858,32.62982,37.09171
2023-09-20 12:18:57.084,174.6496,32.74776,37.06091
